epoch,mae
0,0.12988331804555522
1,0.12944441771777113
2,0.12904229671816653
3,0.12867433778610562
4,0.1283380298861944
5,0.12803097882045975
6,0.1277509143463648
7,0.12749569430395186
8,0.12726330623131016
9,0.1270518669125435
10,0.12685962026078237
11,0.12668493389396304
12,0.1265262947157118
13,0.12638230376961387
14,0.12625167059371423
15,0.1261332072641022
16,0.12602582228229647
17,0.1259285144310214
18,0.1258403666967873
19,0.12576054033525838
20,0.12568826913642897
21,0.12562285393079478
22,0.12556365736465794
23,0.12551009896208257
24,0.12546165048249852
25,0.1254178315762186
26,0.12537820573490982
27,0.12534237653009422
28,0.12530998412982755
29,0.1252807020816261
30,0.12525423434832159
31,0.12523031258268105
32,0.12520869362621906
33,0.12518915721755783
34,0.12517150389587495
35,0.1251555530853537
36,0.12514114134706913
37,0.12512812078535293
38,0.12511635759635606
39,0.12510573074723963
40,0.1250961307751496
41,0.12508745869585733
42,0.12507962501266037
43,0.12507254881682955
44,0.1250661569715515
45,0.12506038337194783
46,0.12505516827434962
47,0.12505045768856557
48,0.12504620282740866
49,0.12504235960823376
50,0.12503888820169212
51,0.12503575262332928
52,0.12503292036403782
53,0.1250303620557356
54,0.12502805116896382
55,0.12502596373940278
56,0.1250240781205747
57,0.12502237476025613
58,0.1250208359983507
59,0.12501944588418173
60,0.12501819001135508
61,0.12501705536851623
62,0.12501603020448152
63,0.1250151039063687
64,0.12501426688948078
65,0.12501351049781584
66,0.1250128269141813
67,0.12501220907899094
68,0.12501165061690764
69,0.12501114577057731
70,0.12501068934077086
71,0.12501027663231543
72,0.12500990340525722
73,0.12500956583075068
74,0.12500926045121744
75,0.12500898414436276
76,0.12500873409067648
77,0.1250085077440816
78,0.1250083028054263
79,0.1250081171985438
80,0.12500794904863233
81,0.12500779666272985
82,0.12500765851208123
83,0.1250075332162147
84,0.12500741952856148
85,0.12500731632346987
86,0.12500722258447794
87,0.1250071373937236
88,0.12500705992238115
89,0.1250069894220255
90,0.1250069252168336
91,0.12500686669654212
92,0.1250068133100883
93,0.12500676455986726
94,0.12500671999654653
95,0.12500667921438346
96,0.12500664184699656
97,0.12500660756354728
98,0.1250065760652923
99,0.12500654708246947
100,0.12500652037148696
101,0.125006495712384
102,0.12500647290653868
103,0.12500645177459763
104,0.12500643215460686
105,0.1250064139003238
106,0.12500639687969303
107,0.12500638097346994
108,0.12500636607397791
109,0.12500635208398608
110,0.12500633891569593
111,0.12500632648982618
112,0.12500631473478654
113,0.12500630358593162
114,0.125006292984887
115,0.12500628287894097
116,0.1250062732204953
117,0.12500626396656883
118,0.12500625507834978
119,0.1250062465207912
120,0.12500623826224577
121,0.12500623027413588
122,0.12500622253065588
123,0.12500621500850323
124,0.12500620768663556
125,0.1250062005460514
126,0.12500619356959233
127,0.12500618674176395
128,0.1250061800485746
129,0.12500617347738957
130,0.12500616701679954
131,0.12500616065650128
132,0.12500615438719098
133,0.12500614820046685
134,0.1250061420887417
135,0.12500613604516397
136,0.12500613006354638
137,0.12500612413830142
138,0.12500611826438324
139,0.125006112437235
140,0.1250061066527415
141,0.12500610090718645
142,0.12500609519721345
143,0.12500608951979142
144,0.12500608387218295
145,0.1250060782519155
146,0.1250060726567564
147,0.12500606708468873
148,0.12500606153389102
149,0.12500605600271808
150,0.12500605048968383
151,0.125006044993446
152,0.1250060395127921
153,0.1250060340466268
154,0.1250060285939607
155,0.12500602315389991
156,0.12500601772563694
157,0.125006012308442
158,0.12500600690165584
159,0.12500600150468286
160,0.12500599611698465
161,0.1250059907380747
162,0.12500598536751326
163,0.12500598000490287
164,0.12500597464988422
165,0.1250059693021324
166,0.1250059639613537
167,0.12500595862728248
168,0.12500595329967834
169,0.125005947978324
170,0.12500594266302276
171,0.12500593735359655
172,0.1250059320498843
173,0.12500592675174005
174,0.12500592145903167
175,0.12500591617163942
176,0.12500591088945484
177,0.1250059056123795
178,0.12500590034032422
179,0.125005895073208
180,0.1250058898109574
181,0.12500588455350553
182,0.12500587930079182
183,0.12500587405276106
184,0.12500586880936293
185,0.12500586357055188
186,0.12500585833628608
187,0.12500585310652748
188,0.12500584788124142
189,0.1250058426603961
190,0.12500583744396243
191,0.1250058322319138
192,0.12500582702422586
193,0.125005821820876
194,0.12500581662184365
195,0.1250058114271098
196,0.12500580623665677
197,0.12500580105046838
198,0.12500579586852956
199,0.1250057906908263
200,0.12500578551734556
201,0.12500578034807527
202,0.12500577518300404
203,0.1250057700221213
204,0.12500576486541698
205,0.12500575971288175
206,0.12500575456450677
207,0.12500574942028364
208,0.12500574428020444
209,0.12500573914426152
210,0.1250057340124478
211,0.12500572888475636
212,0.12500572376118058
213,0.1250057186417141
214,0.12500571352635087
215,0.12500570841508502
216,0.12500570330791083
217,0.12500569820482282
218,0.1250056931058156
219,0.12500568801088396
220,0.12500568292002287
221,0.1250056778332273
222,0.12500567275049243
223,0.12500566767181354
224,0.12500566259718585
225,0.12500565752660484
226,0.12500565246006595
227,0.12500564739756476
228,0.1250056423390969
229,0.12500563728465797
230,0.1250056322342437
231,0.12500562718784988
232,0.12500562214547223
233,0.12500561710710661
234,0.12500561207274893
235,0.12500560704239505
236,0.12500560201604086
237,0.12500559699368236
238,0.1250055919753155
239,0.12500558696093628
240,0.1250055819505407
241,0.12500557694412487
242,0.12500557194168474
243,0.12500556694321643
244,0.12500556194871598
245,0.1250055569581796
246,0.1250055519716032
247,0.12500554698898309
248,0.1250055420103153
249,0.125005537035596
250,0.12500553206482135
251,0.12500552709798746
252,0.12500552213509053
253,0.12500551717612676
254,0.1250055122210923
255,0.12500550726998333
256,0.12500550232279609
257,0.1250054973795267
258,0.1250054924401715
259,0.1250054875047266
260,0.12500548257318822
261,0.12500547764555264
262,0.12500547272181606
263,0.12500546780197475
264,0.12500546288602493
265,0.12500545797396279
266,0.12500545306578464
267,0.12500544816148676
268,0.12500544326106533
269,0.12500543836451672
270,0.12500543347183712
271,0.12500542858302277
272,0.12500542369807005
273,0.12500541881697516
274,0.12500541393973444
275,0.1250054090663441
276,0.12500540419680056
277,0.12500539933109997
278,0.12500539446923872
279,0.1250053896112131
280,0.12500538475701944
281,0.125005379906654
282,0.12500537506011308
283,0.12500537021739305
284,0.12500536537849022
285,0.12500536054340092
286,0.12500535571212149
287,0.1250053508846482
288,0.12500534606097743
289,0.12500534124110552
290,0.1250053364250288
291,0.12500533161274366
292,0.1250053268042464
293,0.12500532199953338
294,0.125005317198601
295,0.12500531240144555
296,0.12500530760806344
297,0.12500530281845101
298,0.12500529803260468
299,0.12500529325052076
300,0.12500528847219572
301,0.12500528369762579
302,0.12500527892680752
303,0.12500527415973717
304,0.12500526939641116
305,0.12500526463682593
306,0.12500525988097783
307,0.12500525512886332
308,0.12500525038047874
309,0.12500524563582055
310,0.12500524089488507
311,0.12500523615766881
312,0.1250052314241682
313,0.1250052266943795
314,0.12500522196829933
315,0.125005217245924
316,0.12500521252725
317,0.1250052078122737
318,0.12500520310099159
319,0.1250051983934001
320,0.12500519368949564
321,0.1250051889892747
322,0.12500518429273372
323,0.1250051795998691
324,0.12500517491067736
325,0.12500517022515498
326,0.12500516554329832
327,0.12500516086510396
328,0.1250051561905683
329,0.1250051515196878
330,0.12500514685245898
331,0.12500514218887832
332,0.1250051375289423
333,0.12500513287264736
334,0.12500512821999
335,0.12500512357096674
336,0.1250051189255741
337,0.1250051142838085
338,0.1250051096456665
339,0.12500510501114456
340,0.12500510038023924
341,0.12500509575294705
342,0.12500509112926442
343,0.12500508650918796
344,0.12500508189271417
345,0.12500507727983956
346,0.12500507267056066
347,0.12500506806487394
348,0.12500506346277604
349,0.1250050588642634
350,0.12500505426933262
351,0.12500504967798023
352,0.1250050450902028
353,0.1250050405059968
354,0.1250050359253589
355,0.12500503134828553
356,0.1250050267747733
357,0.1250050222048188
358,0.1250050176384185
359,0.12500501307556908
360,0.12500500851626706
361,0.12500500396050904
362,0.12500499940829157
363,0.12500499485961125
364,0.1250049903144646
365,0.12500498577284827
366,0.12500498123475878
367,0.12500497670019284
368,0.12500497216914702
369,0.12500496764161778
370,0.12500496311760184
371,0.12500495859709582
372,0.12500495408009626
373,0.1250049495665998
374,0.12500494505660303
375,0.12500494055010264
376,0.12500493604709514
377,0.12500493154757725
378,0.12500492705154553
379,0.12500492255899665
380,0.1250049180699272
381,0.12500491358433388
382,0.12500490910221326
383,0.125004904623562
384,0.12500490014837679
385,0.1250048956766542
386,0.12500489120839095
387,0.12500488674358362
388,0.12500488228222895
389,0.1250048778243235
390,0.12500487336986404
391,0.12500486891884718
392,0.12500486447126957
393,0.1250048600271279
394,0.12500485558641886
395,0.12500485114913906
396,0.12500484671528528
397,0.12500484228485415
398,0.12500483785784236
399,0.12500483343424657
400,0.1250048290140635
401,0.12500482459728987
402,0.12500482018392234
403,0.1250048157739576
404,0.12500481136739242
405,0.12500480696422345
406,0.12500480256444735
407,0.12500479816806095
408,0.12500479377506088
409,0.1250047893854439
410,0.12500478499920673
411,0.12500478061634607
412,0.12500477623685863
413,0.12500477186074116
414,0.12500476748799044
415,0.12500476311860317
416,0.12500475875257608
417,0.12500475438990588
418,0.1250047500305894
419,0.12500474567462327
420,0.12500474132200434
421,0.12500473697272935
422,0.125004732626795
423,0.1250047282841981
424,0.12500472394493542
425,0.12500471960900367
426,0.12500471527639967
427,0.12500471094712018
428,0.12500470662116192
429,0.12500470229852173
430,0.12500469797919636
431,0.12500469366318262
432,0.12500468935047726
433,0.12500468504107706
434,0.12500468073497886
435,0.12500467643217938
436,0.12500467213267552
437,0.12500466783646402
438,0.12500466354354164
439,0.12500465925390528
440,0.12500465496755161
441,0.1250046506844776
442,0.12500464640467998
443,0.12500464212815554
444,0.12500463785490115
445,0.12500463358491365
446,0.12500462931818979
447,0.12500462505472637
448,0.12500462079452038
449,0.12500461653756853
450,0.12500461228386767
451,0.12500460803341465
452,0.12500460378620634
453,0.12500459954223955
454,0.12500459530151115
455,0.12500459106401793
456,0.1250045868297568
457,0.1250045825987246
458,0.1250045783709182
459,0.12500457414633445
460,0.1250045699249702
